X1	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC4MINUS	MischiefMinus	X2654MINUS
LOC111561945	4	1	1	1	10	0	0	0	0	32	0
PPIE	2058	2113	1688	875	370	1571	999	1164	1103	222	651
BMP8B	25	16	6	7	23	12	1	2	1	49	0
LOC111561712	2	0	1	0	0	0	0	0	0	11	0
OXCT2	1	1	4	2	2	0	0	0	4	11	0
TRIT1	390	383	373	224	103	260	250	313	309	215	131
MYCL	38	51	62	36	20	34	145	77	124	143	70
MFSD2A	20	46	37	24	16	21	604	370	480	106	319
CAP1	13498	13229	15482	8412	2917	12405	8972	7342	10524	1083	6368
PPT1	4640	4896	4854	2863	1216	3773	1934	2111	1811	102	1778
LOC111562079	0	0	0	0	0	0	0	0	0	6	0
RLF	1983	1957	1638	1092	416	1341	1235	1142	1570	213	649
LOC111561713	22	10	13	16	13	14	2	0	4	68	3
TMCO2	3	5	1	1	2	0	0	0	2	26	0
ZMPSTE24	1194	1492	1208	570	259	955	2593	2344	2510	285	1932
COL9A2	76	72	49	20	30	43	661	440	1180	162	445
LOC111561714	4	3	1	1	10	1	62	27	52	52	21
SMAP2	2280	2340	2235	1607	497	1769	369	423	510	293	237
ZFP69B	89	143	53	32	29	67	21	29	69	65	14
ZFP69	2515	2735	2002	801	374	1707	172	147	240	184	117
EXO5	146	126	101	46	20	97	172	133	205	33	49
ZNF684	215	309	221	101	60	168	176	199	188	53	155
LOC101091386	145	97	131	68	33	104	70	41	174	3	106
LOC109502258	6	2	0	2	2	1	5	2	3	15	0
LOC109502259	3	1	3	5	8	2	0	0	0	39	0
RIMS3	175	409	360	778	190	396	335	382	506	244	141
NFYC	969	836	961	683	266	741	282	352	466	188	194
KCNQ4	3	5	4	4	18	3	3	0	0	135	0
LOC111561715	2	0	0	2	15	3	1	2	0	55	2
LOC111561946	1	0	0	0	1	0	0	0	0	25	0
LOC109502260	1	0	0	0	3	0	1	0	0	5	1
CITED4	28	17	65	27	17	23	96	123	191	4	86
LOC109502261	1	2	3	3	13	2	0	0	0	18	0
LOC109502262	2	1	0	1	3	0	0	0	0	27	0
CTPS1	334	267	305	202	100	235	461	458	582	210	330
SLFNL1	7	3	4	5	8	2	2	0	2	17	2
SCMH1	253	239	302	212	85	165	277	330	331	196	194
LOC111561717	3	0	0	1	1	1	16	21	32	19	41
LOC109502264	1	0	5	3	1	0	0	0	0	63	0
LOC111561718	4	2	1	1	6	1	1	1	3	128	1
LOC102899941	3	0	3	1	2	4	0	0	0	48	0
FOXO6	5	1	2	3	7	1	0	1	0	33	6
LOC109502265	1	4	2	2	11	2	0	0	0	89	0
EDN2	2	3	5	2	6	4	1	1	0	63	0
HIVEP3	398	277	311	428	221	216	23	5	24	467	9
GUCA2B	1	0	5	0	2	1	1	0	1	26	0
GUCA2A	6	7	4	2	3	3	1	0	0	43	0
FOXJ3	1771	1364	1519	1359	433	1129	798	942	946	324	580
LOC109502268	31	17	32	59	18	11	6	5	4	40	3
LOC111561719	6	3	9	3	7	5	14	27	5	46	15
RIMKLA	8	2	11	7	13	4	4	4	4	140	9
ZMYND12	2	1	3	2	4	3	5	2	0	75	8
PPCS	779	714	770	268	151	527	450	565	571	105	365
CCDC30	3	5	4	6	11	2	2	2	5	180	56
PPIH	509	437	465	248	83	355	399	365	346	82	320
YBX1	12054	9388	13044	7063	2321	7988	18752	15875	28847	2809	17735
CLDN19	7	4	5	5	9	9	5	0	1	89	0
P3H1	416	437	353	187	77	276	2335	2354	2817	109	1939
CC1H1orf50	128	215	219	90	33	103	153	572	399	49	145
TMEM269	35	32	12	17	20	22	6	4	12	104	8
SVBP	78	86	98	56	25	40	138	162	202	30	118
ERMAP	449	37	29	516	39	66	0	5	0	167	1
ZNF691	98	62	86	36	14	41	136	155	178	135	93
SLC2A1	174	166	132	51	30	85	1397	1365	3269	101	847
LOC101095998	5	3	1	3	6	2	9	9	8	60	2
LOC111561720	4	4	2	6	19	3	7	4	6	42	1
LOC111561629	0	0	0	0	3	0	0	0	0	76	4
LOC109502270	0	0	1	0	2	0	1	0	1	10	0
LOC111561721	0	0	0	2	7	0	0	0	0	65	0
LOC101101149	1	0	2	2	19	1	0	0	0	60	1
LOC101095757	2	1	0	1	5	1	0	0	0	50	0
FAM183A	3	0	0	1	6	3	0	0	0	45	0
LOC111556297	0	1	5	1	11	0	0	0	0	56	1
LOC101101398	0	0	1	0	4	0	0	0	0	27	0
EBNA1BP2	609	701	578	330	156	458	1064	1042	1250	155	595
CFAP57	25	24	24	23	41	19	88	72	47	249	34
TMEM125	3	0	3	2	1	0	0	0	0	16	0
CC1H1orf210	2	4	0	3	5	1	1	0	0	59	0
LOC109503093	0	0	1	1	1	0	0	0	0	28	0
TIE1	68	79	167	76	35	219	1	5	2	171	0
MPL	723	517	778	1405	359	714	1	2	1	192	0
CDC20	58	67	93	65	26	54	86	11	61	155	8
ELOVL1	504	393	559	322	95	389	1094	1055	1148	108	969
MED8	553	545	543	234	124	416	526	619	499	242	352
SZT2	1582	1248	1230	955	428	975	445	539	520	898	262
HYI	474	311	408	199	62	338	366	197	301	52	215
PTPRF	44	29	22	33	53	38	387	506	1255	320	387
LOC109502274	9	3	3	6	44	3	3	7	4	176	2
KDM4A	1889	1526	1668	965	370	1372	3000	2937	3714	543	1889
ST3GAL3	78	71	108	54	33	81	187	152	319	91	102
LOC111562135	0	1	1	0	0	6	2	1	7	0	1
LOC111561722	1	0	0	0	1	1	2	0	2	1	2
ARTN	1	3	2	2	3	1	1	1	0	11	0
IPO13	277	215	252	159	75	192	796	957	1137	168	550
DPH2	335	336	354	165	50	289	289	288	371	80	256
ATP6V0B	1229	949	1540	708	340	947	1381	1652	1621	98	807
B4GALT2	60	40	43	26	25	33	487	570	830	102	451
CCDC24	7	5	7	13	6	1	7	5	8	32	3
SLC6A9	20	20	19	34	12	4	1011	736	1295	80	454
LOC109502278	3	0	2	1	6	0	0	0	0	18	0
KLF17	3	1	1	3	7	0	0	0	0	161	0
LOC111561630	0	0	1	0	2	0	0	0	0	31	0
DMAP1	360	340	298	156	87	241	498	563	546	125	314
ERI3	439	410	421	234	105	312	841	1070	1157	159	734
LOC102901638	1	1	0	1	2	0	2	1	2	58	0
RNF220	2411	2424	2191	1423	479	1698	965	1114	1225	271	546
LOC109502280	0	0	0	1	1	0	0	0	0	19	0
LOC109502279	1	2	1	2	2	2	1	1	2	15	0
LOC111562090	20	7	11	11	3	15	0	1	0	0	0
LOC105260816	206	208	235	121	40	107	51	37	54	48	28
TMEM53	14	57	50	71	20	9	21	18	29	59	14
LOC111561724	0	2	0	2	3	0	0	0	0	5	0
CC1H1orf228	16	28	26	31	10	16	3	17	10	38	8
LOC111561725	1	2	1	9	10	2	0	0	0	26	0
LOC111562013	618	255	364	468	236	544	147	232	193	14	66
KIF2C	39	52	64	55	33	42	42	2	17	308	2
RPS8	20368	18101	22547	13227	4230	16007	25966	23432	29575	1183	14472
LOC111562137	408	430	342	109	41	108	82	63	109	95	27
LOC111562147	41	36	33	23	9	40	8	6	14	6	4
LOC111562145	21	23	13	21	4	16	5	6	11	10	4
LOC111562144	38	57	32	26	4	48	8	13	5	4	8
BEST4	13	5	4	9	11	8	3	2	2	120	2
PLK3	458	343	499	150	89	280	147	122	134	155	64
TCTEX1D4	51	14	52	12	13	16	18	10	16	57	11
BTBD19	90	60	100	50	39	78	243	310	277	133	194
LOC111562014	15	14	26	16	1	12	22	21	20	2	4
PTCH2	12	10	7	8	16	10	14	41	14	148	31
EIF2B3	271	288	218	141	70	193	666	716	787	136	433
HECTD3	1581	1420	1397	635	286	902	837	915	827	273	660
UROD	444	559	461	256	103	421	950	1036	1135	120	1105
ZSWIM5	18	12	11	9	31	5	9	14	5	193	8
HPDL	3	7	1	0	6	2	9	9	16	30	8
MUTYH	702	692	639	291	105	449	111	120	165	76	62
TOE1	352	325	324	158	79	214	316	420	425	119	223
TESK2	171	255	166	92	56	133	48	52	61	145	32
LOC109502284	10	4	8	13	5	5	2	0	1	90	1
LOC101080469	51	64	43	20	7	25	53	61	74	103	42
MMACHC	26	27	26	20	11	16	34	37	41	70	22
PRDX1	2584	3180	2957	1653	590	2465	21597	14150	16244	408	17421
LOC111562022	0	0	0	1	0	0	0	0	0	1	0
AKR1A1	932	1114	1015	506	193	814	1888	3043	2796	267	1967
NASP	1159	957	1071	646	207	762	927	1020	1000	490	563
CCDC17	188	105	115	87	64	96	52	68	75	132	28
GPBP1L1	3600	4125	3299	1771	882	2814	1522	1795	1702	279	1050
TMEM69	289	290	246	138	66	195	449	403	427	53	234
IPP	355	419	382	196	117	314	521	430	433	102	358
LOC101093034	0	0	1	1	2	3	0	0	0	17	0
MAST2	133	55	110	48	63	62	1917	1977	2398	349	955
LOC111562060	0	0	0	0	0	1	0	0	0	0	0
PIK3R3	246	380	194	91	80	297	1859	2505	1916	126	1303
LOC109503010	0	1	0	1	8	0	0	0	1	47	0
TSPAN1	14	21	10	12	9	8	2	3	6	70	2
POMGNT1	656	704	546	308	116	458	1321	1657	1891	204	1024
LOC109502289	4	2	0	1	2	3	0	6	1	22	0
LURAP1	287	353	189	47	41	120	25	39	53	130	61
RAD54L	99	38	63	37	25	40	31	8	16	265	4
LRRC41	949	1085	981	454	214	817	2657	2955	3355	163	2032
LOC101095032	1680	1620	1728	822	362	1319	1753	1815	2051	282	1576
NSUN4	229	198	167	124	55	133	107	127	132	167	88
LOC111561731	16	10	4	10	30	10	1	2	0	204	0
FAAH	57	106	74	21	35	66	28	25	12	250	20
LOC101081996	0	3	3	4	16	2	0	0	0	120	0
DMBX1	2	1	0	1	12	2	0	1	0	109	0
KNCN	9	7	4	10	14	5	0	1	1	113	0
MKNK1	440	419	426	219	122	291	267	330	254	203	173
MOB3C	1725	2327	1710	998	408	1421	457	548	424	182	296
ATPAF1	696	855	746	378	169	520	919	1084	1251	203	660
TEX38	3	0	5	4	7	1	0	2	0	45	0
EFCAB14	2330	1938	2192	1499	622	1424	3479	3598	3048	403	3289
LOC101096660	147	225	185	107	53	142	321	374	762	127	369
LOC111561734	1	1	0	1	1	0	0	2	0	7	2
LOC111561733	0	1	0	0	0	0	0	2	0	16	2
LOC109502292	0	0	0	1	3	0	1	1	4	0	1
LOC101094994	4	4	2	7	11	1	4	7	11	20	4
LOC101096906	5	2	3	2	16	1	1	4	19	130	3
PDZK1IP1	214	204	227	185	82	235	1143	1224	1042	55	1216
TAL1	3942	6028	4507	3289	1063	4798	0	2	0	246	0
STIL	1376	1447	1529	1128	411	988	88	45	97	250	31
CMPK1	1567	1405	1679	853	343	1067	4131	3823	4415	144	2632
LOC111561735	15	12	10	11	4	7	0	1	1	14	0
LOC109502294	2	1	3	5	9	1	2	0	0	70	0
FOXE3	0	0	2	1	6	2	0	0	0	6	1
LOC102901203	113	86	107	103	29	54	38	47	89	69	36
FOXD2	22	24	21	11	7	10	4	6	3	18	3
LOC111562131	1	0	0	0	0	0	0	0	0	10	0
LOC105260824	3	1	4	5	24	3	0	0	0	69	0
TRABD2B	3	4	2	6	17	2	235	122	216	135	77
LOC109502299	6	3	5	4	12	1	0	1	0	67	0
LOC109502297	1	0	0	0	2	0	0	0	3	11	0
LOC109502298	0	0	0	0	6	1	1	0	1	28	0
LOC109503096	0	0	0	0	2	0	2	0	0	22	0
LOC109503097	1	0	2	0	2	0	0	0	0	23	0
SLC5A9	6	11	7	9	23	4	0	2	0	128	1
LOC102901271	0	2	1	4	3	3	0	1	0	32	1
SPATA6	798	297	705	795	202	800	226	196	291	44	200
LOC109502302	2	0	0	0	1	1	0	1	0	3	0
AGBL4	701	472	514	570	178	602	62	73	77	232	19
LOC109502305	2	0	1	2	10	1	0	0	0	17	0
LOC109502304	1	0	0	0	2	0	0	0	0	6	0
LOC109502303	0	0	1	0	3	1	0	0	0	8	0
ELAVL4	1	3	3	3	11	1	1	1	0	69	0
LOC102902450	0	0	0	2	2	0	0	0	0	29	0
LOC111561948	0	0	1	1	2	0	0	0	0	33	0
DMRTA2	1	0	2	1	7	0	0	0	1	43	0
FAF1	1704	1536	1636	1124	420	1207	1063	1193	1472	160	839
CDKN2C	335	245	509	188	62	156	62	39	60	104	53
CC1H1orf185	43	33	64	25	7	18	12	11	13	17	14
LOC109502309	12	6	15	6	3	9	1	3	0	18	7
RNF11	23064	24102	23943	15649	7851	22545	5817	7345	6790	63	5064
TTC39A	75	16	24	41	16	24	175	213	326	181	266
LOC109502311	2	1	2	4	0	4	1	0	0	1	0
EPS15	3262	2690	3764	3042	1158	2347	2369	2364	2278	293	1891
LOC109502310	20	4	11	26	12	17	2	0	1	25	3
LOC111562098	0	1	0	1	1	1	0	0	0	1	0
OSBPL9	4013	3341	3975	2539	968	2877	3649	5089	4346	215	2822
NRDC	2108	1776	1989	1101	417	1385	2528	2461	3263	593	1606
LOC109502312	3	3	5	4	6	5	2	2	3	19	1
RAB3B	61	12	33	26	35	21	44	22	105	152	2
TXNDC12	688	733	732	331	160	543	1771	1753	1757	48	1126
KTI12	372	405	321	165	70	249	258	250	282	43	171
BTF3L4	628	641	609	345	151	448	948	1157	1107	75	649
LOC109502314	58	37	44	32	19	32	10	2	3	9	1
LOC109502313	10	9	21	13	13	7	6	2	1	32	3
ZFYVE9	576	640	481	171	112	291	1344	1402	1612	161	1072
CC2D1B	1707	1588	1504	843	295	1170	944	1331	1077	275	902
ORC1	161	149	193	156	61	132	62	56	64	204	23
PRPF38A	803	637	623	350	174	508	414	355	498	165	288
ZCCHC11	2195	2054	2222	1636	702	1494	361	399	419	346	194
LOC111561741	0	0	2	0	1	1	0	0	0	27	0
TRNAE-CUC_7	0	0	1	1	1	0	0	0	0	13	0
LOC101091387	1	0	1	0	0	0	0	0	0	10	0
LOC111561740	0	0	4	2	9	1	0	0	1	28	0
GPX7	1	0	2	1	3	2	54	91	70	57	53
SHISAL2A	0	0	3	1	2	1	0	0	1	40	1
LOC101091887	58	63	56	35	25	50	126	153	165	53	81
LOC109503098	0	4	0	1	2	0	0	0	0	4	0
ZYG11B	2664	1865	2538	1262	593	1828	2729	3588	3755	146	2478
ZYG11A	7	10	9	5	18	8	22	32	7	86	20
LOC111562059	0	0	0	0	1	0	0	0	0	0	0
LOC109502316	2	0	1	0	5	2	0	3	4	63	0
ECHDC2	27	18	16	11	14	9	200	409	223	158	147
SCP2	2208	2273	2484	1133	548	1931	4558	7417	4415	183	4808
LOC105260831	11	7	8	20	15	2	14	13	4	29	2
PODN	7	5	13	6	14	4	833	4239	497	154	1842
SLC1A7	5	1	2	2	12	2	33	67	10	108	33
CPT2	275	285	326	171	79	251	942	1160	1194	63	1038
LOC109502318	204	178	167	91	47	168	77	55	81	28	53
CC1H1orf123	1438	1594	1644	823	343	1453	1263	1614	1317	119	1318
MAGOH	399	503	446	243	93	342	249	267	295	131	180
TRNAK-CUU_44	1	0	0	1	2	1	0	0	0	4	0
LRP8	126	68	131	132	38	49	46	56	35	309	194
LOC111561949	0	2	0	1	2	0	0	0	0	48	0
LOC109502319	1	0	1	0	4	1	0	1	0	26	0
DMRTB1	17	10	13	9	11	6	0	0	0	60	0
GLIS1	3	5	8	2	23	1	5	2	2	141	9
NDC1	446	403	406	231	114	283	567	517	558	152	317
YIPF1	314	297	334	184	101	245	674	650	746	64	488
DIO1	25	79	27	27	13	31	45	88	54	56	67
HSPB11	123	127	158	50	45	92	92	124	153	43	104
LRRC42	253	204	294	123	58	209	250	312	394	124	209
LDLRAD1	3	3	0	3	11	0	0	0	1	89	0
TMEM59	3673	4702	4131	2678	1189	3492	5142	5663	4797	210	4710
TCEANC2	315	351	307	172	93	199	303	486	370	217	233
CDCP2	92	81	52	54	53	55	34	16	28	246	7
LOC101096748	73	95	70	56	38	67	146	152	176	104	157
MRPL37	367	320	353	199	81	318	721	854	1128	136	592
SSBP3	635	471	550	326	115	432	340	391	511	200	349
LOC109502324	140	70	77	87	82	52	24	17	30	225	10
LOC109502325	2	3	1	1	15	2	0	0	1	34	0
ACOT11	88	108	107	53	39	101	64	160	131	122	178
LOC109502327	20	21	25	28	12	33	2	2	4	44	7
FAM151A	35	77	54	37	32	55	49	102	93	52	120
LOC109502326	17	30	33	11	10	24	37	47	48	30	63
MROH7	3	2	2	2	23	8	0	0	1	161	0
TTC4	973	986	901	584	186	667	1231	1316	1327	130	899
PARS2	378	274	293	177	91	276	288	303	328	109	248
TTC22	3	6	1	5	12	1	1	0	0	78	0
LEXM	3	2	0	3	13	0	0	0	0	46	0
DHCR24	1351	424	1129	595	238	662	4131	7808	6145	421	9994
LOC109502330	15	3	18	8	2	8	9	9	2	20	17
TMEM61	19	3	9	11	9	25	0	0	0	22	0
BSND	6	1	2	1	15	4	0	0	0	33	0
USP24	3846	3060	3395	2744	926	2409	1711	2173	2731	678	1350
LOC102901879	12	11	3	9	7	7	0	1	1	39	2
LOC109502332	2	0	0	3	3	3	2	0	0	28	0
LOC109502333	1	0	0	3	1	0	0	1	0	24	1
LOC109502335	1	1	0	0	1	0	0	0	0	1	0
LOC109502334	1	0	0	0	0	0	1	0	1	30	1
LOC102901918	0	0	1	0	1	0	3	1	5	17	3
LOC102901953	0	0	0	4	4	0	1	0	1	34	0
LOC102901978	0	0	0	0	3	0	55	1	30	16	100
LOC102902007	1	0	1	3	3	1	0	0	0	15	0
LOC109502337	4	1	0	2	9	1	1	0	0	32	0
LOC111561743	0	2	0	0	5	4	2	0	0	6	0
LOC109502340	0	0	1	2	5	2	0	0	0	18	0
LOC102902095	0	2	0	0	3	1	3	0	0	49	1
LOC111561744	0	0	1	1	7	1	0	0	0	7	0
LOC111561745	0	1	0	0	5	1	0	0	0	2	0
PLPP3	28	37	58	42	15	35	2577	3229	2131	172	2295
TRNAK-CUU_45	1	0	0	1	0	1	1	0	0	58	1
LOC109502345	0	0	0	0	0	0	0	0	0	18	0
LOC111561950	0	0	0	2	0	0	0	0	0	16	0
PRKAA2	4	9	3	4	5	2	1	6	8	36	3
FYB2	1	0	2	4	13	2	1	2	0	81	0
C8A	2	4	4	4	15	3	0	0	0	103	0
C8B	2	0	0	3	8	1	0	0	0	88	0
LOC111561746	0	0	1	1	2	0	0	0	0	9	0
DAB1	7	7	3	7	26	2	4	1	3	247	8
LOC109502350	1	4	2	3	8	1	1	0	0	23	0
LOC109502352	1	2	2	1	7	5	0	0	0	64	0
LOC109502351	0	0	0	1	1	0	0	0	0	44	0
LOC111561748	6	5	3	7	12	1	3	0	2	57	0
OMA1	374	422	356	191	73	231	173	226	196	101	116
TACSTD2	1	3	0	0	4	1	7	13	33	35	17
MYSM1	1383	1125	1225	623	234	757	716	669	736	187	353
JUN	2886	1602	4423	936	419	1550	1697	1770	2313	339	632
LOC109502354	23	19	39	10	8	8	3	2	3	55	2
LOC109502353	1	1	4	0	10	0	0	4	3	64	2
LOC109503099	0	1	0	0	1	0	0	0	0	6	0
FGGY	261	132	389	122	116	193	119	152	181	149	95
LOC109502356	12	2	10	7	14	4	1	0	0	96	2
LOC109502358	0	0	2	1	6	1	0	0	0	15	0
HOOK1	25	27	26	14	19	17	59	47	10	69	0
LOC111562174	0	0	0	0	0	0	0	0	0	2	0
LOC101097746	466	669	397	285	135	442	92	132	105	84	18
CC1H1orf87	0	2	2	0	11	4	0	0	0	83	2
LOC111561951	1	0	0	0	0	1	0	0	0	19	0
LOC111561952	0	0	1	1	5	0	0	0	0	8	0
LOC109502359	0	0	1	0	4	0	0	0	0	14	1
NFIA	206	178	155	92	63	71	158	259	184	190	209
LOC111561749	1	1	3	1	2	0	2	0	0	2	0
TM2D1	1480	1275	1569	602	309	940	1670	2609	1936	88	1428
LOC111562104	1	0	2	2	0	0	0	0	1	2	0
PATJ	659	666	551	284	153	291	186	438	515	202	324
LOC109502363	3	5	1	0	7	3	0	0	0	33	0
L1TD1	3	5	4	3	16	4	8	13	8	107	5
KANK4	3	6	7	9	6	4	1143	872	1019	153	483
USP1	2179	1971	1985	1133	419	1454	1065	993	956	329	471
DOCK7	374	355	470	306	178	276	8155	8184	11042	240	7385
ANGPTL3	11	4	7	14	5	2	17	15	19	19	6
ATG4C	288	343	260	159	81	235	792	1057	817	89	512
LOC111561750	0	0	0	0	0	0	0	0	0	0	0
LOC109502366	0	0	0	0	0	0	0	0	0	4	0
FOXD3	3	0	0	0	1	5	0	0	0	9	0
ALG6	887	782	824	547	238	563	561	645	609	93	617
ITGB3BP	120	125	117	82	42	83	114	37	81	40	15
EFCAB7	180	161	151	86	39	75	290	381	319	62	223
PGM1	699	416	809	363	162	439	1344	1351	1928	165	1769
LOC109502369	4	2	4	3	2	2	3	1	1	10	2
LOC109502368	10	0	1	4	2	2	3	3	1	14	1
LOC111561751	2	0	2	1	4	0	0	7	4	47	3
ROR1	11	11	3	18	12	18	797	916	1563	109	526
UBE2U	0	1	2	1	8	1	4	5	10	62	2
CACHD1	148	70	155	21	43	71	48	86	41	264	21
LOC109502370	0	0	0	0	2	1	1	1	0	15	0
RAVER2	244	183	134	111	64	116	20	21	13	65	16
JAK1	16320	16056	15279	9392	3209	11747	4144	5273	4748	900	5084
AK4	274	174	411	93	151	177	1292	1199	1558	157	2286
DNAJC6	1115	1795	1238	669	384	1179	2	1	2	171	5
LEPROT	2244	2423	2163	1479	602	2049	4116	4949	4740	128	4054
LOC111561752	32	39	28	27	18	19	6	8	5	52	5
LEPR	96	309	197	95	54	105	21	43	46	127	45
PDE4B	3003	2937	3164	2962	662	3298	238	190	393	286	263
LOC109502375	3	9	3	4	5	4	0	0	0	28	0
LOC109502373	1	0	1	0	0	0	0	0	0	4	0
SGIP1	12	124	13	6	32	21	17	59	7	209	19
TCTEX1D1	0	3	1	1	7	1	2	8	0	21	0
INSL5	1	1	0	2	3	3	3	0	0	86	1
WDR78	136	125	143	95	40	91	122	171	119	120	111
LOC111562117	0	0	1	0	0	0	0	0	0	0	0
MIER1	2722	2324	2157	1547	746	1691	790	973	896	248	615
LOC111561754	72	26	58	63	43	26	5	14	7	52	9
SLC35D1	638	463	554	298	172	364	171	200	221	173	89
CC1H1orf141	20	8	2	6	9	5	0	0	0	43	0
IL23R	34	37	70	7	39	15	0	0	0	81	0
LOC111562114	0	0	0	1	2	0	0	0	0	0	0
IL12RB2	308	190	228	174	71	94	39	46	41	317	18
LOC109502378	297	135	198	143	46	142	54	55	57	50	39
SERBP1	6659	5791	6264	3596	1205	4646	5434	5710	6699	1815	4062
LOC109502379	202	140	112	142	55	132	42	25	31	80	22
LOC109503100	0	1	0	0	0	2	0	1	0	44	0
LOC102901204	1	0	0	0	3	2	0	0	0	29	0
GADD45A	329	553	509	254	74	295	4162	3587	3769	74	2440
GNG12	76	24	81	56	46	103	3824	4590	4419	69	2658
WLS	317	270	203	118	90	216	7184	5078	5819	115	3224
LOC109502384	0	1	0	1	4	0	2	2	8	33	8
RPE65	2	1	0	4	6	5	2	0	0	78	3
LOC109502383	1	1	2	4	1	0	5	5	2	13	3
DEPDC1	72	53	75	60	35	50	36	4	18	94	3
LRRC7	3	3	7	3	16	2	4	4	2	167	1
LOC109502387	0	1	0	0	2	2	0	0	0	4	0
LOC111562162	0	0	0	1	1	0	0	0	0	1	0
LRRC40	415	428	418	246	119	353	1125	1399	1502	143	868
SRSF11	5492	4548	4564	2112	919	2877	2422	2310	2765	996	1249
LOC111561755	2214	1920	2082	965	327	1210	550	404	465	65	184
ANKRD13C	889	963	835	528	199	638	1323	1611	2057	85	904
CTH	67	70	79	41	23	55	56	67	114	92	23
LOC109503101	1	0	1	0	3	0	0	0	0	15	0
LOC111562053	0	0	0	0	1	0	0	0	0	2	0
LOC109502390	113	202	185	97	50	249	0	0	0	28	0
PTGER3	470	259	391	168	221	347	1	26	1	29	1
ZRANB2	3241	2813	2813	1329	544	1763	1162	1172	1252	320	724
LOC111561756	2	6	7	2	2	4	6	3	1	10	1
LOC109502391	2	0	2	0	5	1	2	0	2	8	3
LOC109502392	1	0	2	0	2	0	0	0	0	11	0
NEGR1	1	0	3	3	10	3	654	1407	350	49	617
LOC109502395	2	0	1	0	2	1	0	1	0	38	0
LOC109503102	0	1	0	0	3	0	1	0	0	17	0
LRRIQ3	0	6	1	3	3	0	30	19	20	21	7
FPGT	399	477	352	133	63	279	377	561	351	23	198
LOC101085560	66	136	62	21	28	77	2	10	6	110	1
LOC111562081	0	0	0	0	1	0	0	0	0	0	0
ERICH3	9	7	13	15	33	0	12	20	9	229	9
CRYZ	178	125	196	70	47	117	608	659	532	52	454
TYW3	101	99	67	42	30	45	316	452	288	50	250
LOC109502399	0	1	0	0	1	0	0	0	0	7	0
LOC109502398	1	1	0	1	4	0	0	0	0	22	0
LOC111561953	0	0	0	0	3	0	0	0	0	41	0
LHX8	1	2	2	1	6	1	0	0	0	27	0
SLC44A5	6	1	5	2	26	5	9	9	10	217	2
ACADM	1443	1211	1362	583	300	940	3119	3629	4112	117	2616
RABGGTB	1481	1465	1448	521	227	1121	1999	2217	1934	111	1213
LOC111562150	14	16	16	10	2	11	19	17	7	15	13
LOC111562149	139	125	147	41	12	108	83	40	77	19	26
LOC111562151	103	104	114	39	23	102	69	30	38	118	14
LOC109502400	29	37	22	11	11	21	15	12	19	43	3
MSH4	134	63	123	78	25	145	15	5	6	83	9
ASB17	1	0	3	3	3	2	0	0	0	8	0
LOC109503103	1	0	1	0	3	0	0	0	0	35	0
ST6GALNAC3	15	29	20	10	16	23	2	1	16	60	6
LOC109502403	0	0	2	0	1	0	0	0	0	0	0
LOC109502404	0	0	1	2	5	0	2	0	0	61	2
LOC111562045	0	0	0	0	0	0	0	0	0	1	0
ST6GALNAC5	12	19	21	14	16	15	229	226	26	102	574
LOC111561757	3	3	4	4	6	5	2	2	1	31	2
PIGK	1180	1320	1187	703	297	979	2334	2934	2527	134	1996
LOC111562200	4	1	1	0	1	0	0	0	0	15	0
AK5	51	39	52	26	18	30	22	18	17	88	8
ZZZ3	3129	3325	3043	1724	724	2335	2490	2760	2726	181	1528
USP33	1259	1324	1314	635	244	953	1454	1776	1600	170	871
MIGA1	659	510	468	384	184	360	488	540	480	86	408
NEXN	1304	1999	1628	896	269	1290	1482	2343	2458	44	2157
LOC109502408	8	7	8	8	4	15	17	25	32	6	16
FUBP1	4768	4082	3714	1933	699	2621	1693	1673	2208	537	986
DNAJB4	520	716	474	270	134	439	2014	2962	2620	58	2187
LOC111562102	1	0	1	0	0	1	2	1	2	0	0
GIPC2	53	45	35	28	26	45	0	2	0	45	3
LOC111562062	0	1	0	0	1	0	0	0	0	26	0
LOC111562052	1	0	0	0	0	0	0	0	0	0	0
PTGFR	1	2	7	8	5	5	1149	4707	3806	23	1217
IFI44L	4221	7675	3775	990	1323	4767	413	672	431	121	289
LOC111562017	14	22	21	12	6	22	0	1	2	3	1
IFI44	3296	6782	2679	632	1104	3534	321	640	365	67	374
ADGRL4	1	1	1	2	11	4	0	0	0	65	0
LOC102899341	1	2	0	2	3	0	0	1	0	14	0
LOC109503104	1	0	0	1	0	0	0	0	0	9	0
LOC111561993	0	0	0	0	0	0	0	0	0	2	0
LOC109502413	0	0	0	0	5	4	0	2	0	2	3
ADGRL2	170	54	102	90	57	112	2388	5544	2733	204	4683
LOC111561759	6	1	2	3	21	2	3	7	3	89	5
LOC109502414	11	5	9	5	17	2	2	3	0	54	1
LOC109502412	2	0	0	0	1	6	35	82	54	3	77
LOC102899363	3	0	1	4	7	0	3	4	6	3	6
LOC111561954	0	4	1	0	0	0	1	0	1	14	0
LOC111561955	0	2	0	1	1	1	0	0	0	7	0
LOC109503106	1	1	0	0	1	0	0	0	0	16	0
LOC109502415	13	2	4	1	30	2	1	0	0	114	1
LOC111562021	0	0	0	0	0	0	0	0	0	1	0
LOC109502416	0	0	1	0	1	0	0	0	1	21	0
LOC109502418	2	1	4	5	6	1	0	0	0	65	1
