genes	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
LOC111559006	1	0	1	0	0	0	0	0	0	1	0	2	0	1	2
LOC111559005	7	22	14	9	2	12	18	16	15	14	20	14	10	6	10
LOC111559007	5	2	5	0	2	1	1	0	1	0	1	11	9	0	0
LOC111559008	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559009	1822	1455	1565	2092	390	1930	0	0	1	0	0	57	63	0	0
LOC101093781	791	507	632	1038	201	847	0	0	0	0	0	25	45	0	0
LOC111559018	24	17	22	8	5	7	1	4	2	3	8	0	0	0	0
TRNAY-GUA_11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC111559013	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1
LOC111559016	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LOC111559012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559014	33	32	27	12	9	25	24	34	26	28	47	6	5	23	34
LOC111559011	1	2	0	0	0	2	1	1	2	1	3	8	4	0	0
LOC105260681	3	3	6	4	5	6	0	0	0	0	0	21	23	0	0
LOC111559020	15	6	7	3	6	6	0	0	0	0	0	0	1	0	0
LOC111559022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559023	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC111559031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559024	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRNAY-GUA_12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC111559030	119	66	141	88	32	104	20	37	31	37	48	0	0	9	26
LOC111559027	0	0	0	4	0	1	0	0	0	0	0	4	3	0	0
LOC111559028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559025	10	2	3	1	0	7	0	0	1	0	0	0	0	0	0
LOC109497056	1	0	0	0	1	0	0	0	0	0	0	18	24	0	0
LOC109501253	18	27	73	26	4	47	0	1	3	3	4	41	35	11	18
ZMYND11	2072	1706	1912	1400	434	1250	2504	2395	1783	2453	3160	226	167	1285	1622
LOC109501255	21	8	9	10	3	9	11	4	1	3	7	29	43	0	5
DIP2C	91	59	100	67	67	95	4768	5465	4677	5687	6671	367	466	2307	2737
LOC111561276	3	1	2	9	7	3	15	14	7	18	15	110	89	10	13
LOC109501258	6	2	7	14	24	3	32	22	21	23	32	65	89	8	12
LOC109501257	3	7	6	6	14	3	10	10	7	7	9	49	46	4	4
LOC102901321	531	412	568	338	99	411	116	124	101	106	132	57	58	131	135
LARP4B	3347	2974	3337	1967	790	2381	2367	2334	1810	2328	2908	496	378	1288	1448
LOC109501934	0	0	0	1	3	0	0	0	0	0	0	18	20	0	0
LOC111561277	1	0	0	1	6	0	0	0	0	1	1	49	45	0	0
GTPBP4	1106	1005	946	495	205	805	1240	1090	895	1064	1535	292	192	726	906
LOC102901899	1217	749	955	638	285	414	2792	2777	2175	4343	6532	292	136	2966	3795
WDR37	1823	1686	2005	1253	475	1517	1116	1260	969	1134	1513	255	239	996	1111
ADARB2	6	0	3	6	26	2	1	0	0	0	0	91	98	0	0
LOC109501266	0	2	0	2	9	2	0	0	0	0	0	9	16	0	0
LOC109501264	84	9	1	1	27	129	0	0	0	0	2	62	64	1	0
LOC111561469	0	0	0	0	5	0	0	0	0	0	0	2	2	0	0
LOC109501893	3	1	3	0	0	0	0	2	4	0	2	15	6	1	1
LOC109501271	3	0	0	0	2	0	0	0	0	0	0	9	10	0	0
LOC109501269	0	0	1	3	3	1	1	0	0	0	0	7	25	0	0
LOC109501939	1	0	1	1	4	1	0	1	0	0	0	25	20	0	0
PFKP	2625	3005	3954	2494	577	2606	2773	2578	2377	2921	3618	411	211	2611	2892
PITRM1	335	306	274	204	61	241	478	360	323	469	651	111	148	265	314
LOC109501273	1	1	2	1	2	0	0	0	0	1	0	23	27	0	0
LOC111561471	7	2	4	1	4	1	1	0	2	2	2	9	8	2	2
KLF6	3653	2445	4145	1613	688	1855	2633	2482	2291	2918	3903	271	221	2232	2645
LOC109501278	2	0	1	1	6	0	1	2	1	0	0	12	15	1	0
LOC109501276	0	1	1	6	2	0	4	3	1	1	3	25	51	0	1
LOC102902310	6	3	2	7	14	4	111	205	155	69	95	139	178	101	132
LOC109501280	0	0	3	1	4	0	0	0	0	0	0	7	12	0	0
LOC109501279	2	3	0	2	4	1	0	0	0	0	0	44	36	0	0
LOC101097564	632	774	699	346	144	494	429	440	381	459	610	150	113	256	298
LOC109501282	43	56	35	12	11	44	51	67	46	49	45	19	12	33	38
LOC109501283	4	0	2	4	1	1	3	2	0	0	1	15	29	1	3
AKR1E2	671	610	594	261	94	390	388	243	239	168	197	51	45	357	463
AKR1C3	17	21	30	16	13	14	1	8	10	1	5	75	89	0	0
UCN3	3	4	1	6	5	0	0	0	0	0	0	63	83	0	0
TUBAL3	132	80	76	58	22	82	15	9	13	22	19	34	61	8	11
NET1	1280	2265	1492	608	275	1148	959	1668	1241	1517	2076	133	132	1101	1457
LOC102902641	3	10	3	5	4	9	0	0	0	0	0	47	65	0	1
LOC109501287	0	1	0	0	1	4	0	0	0	0	0	2	4	0	0
LOC102902667	1	0	0	1	5	0	0	0	0	0	0	5	5	0	0
LOC109501284	1	0	1	1	14	3	1	1	2	0	0	52	85	2	0
LOC101099307	0	1	0	1	2	0	0	0	0	0	0	4	11	0	0
LOC102899137	4	2	6	6	18	1	4	4	12	2	1	24	30	3	6
LOC109501286	5	0	1	4	11	1	1	4	1	9	8	164	155	1	5
LOC109501289	2	1	2	2	15	3	2	0	0	0	0	36	45	0	0
ASB13	665	390	280	150	116	413	135	253	207	356	427	65	88	274	306
FAM208B	3051	2213	2579	2474	849	1810	2852	2394	1965	3299	4557	497	457	1880	2158
LOC111561279	6	8	9	24	3	6	4	3	1	3	2	19	16	2	5
GDI2	3144	2657	3556	3043	800	2430	6118	5651	4555	6754	9024	613	425	4893	5860
LOC109501941	2	5	5	3	7	1	0	0	0	0	0	35	32	0	0
ANKRD16	722	726	568	304	137	539	118	115	124	160	164	73	71	63	85
FBXO18	2239	1971	2246	1300	481	1602	2286	2374	2058	2547	3384	442	342	1782	1988
LOC109501291	67	34	44	25	18	28	13	7	5	11	5	78	61	1	10
IL15RA	94	45	39	54	53	47	726	483	399	589	824	265	323	315	446
IL2RA	626	542	433	470	128	324	2	3	0	1	1	842	470	0	1
RBM17	1519	1477	1565	787	248	1049	1356	1245	1038	1322	1737	746	526	697	922
LOC109501292	12	8	7	4	2	7	1	0	2	2	1	13	11	0	0
PFKFB3	1224	1199	1185	745	287	1103	1137	768	714	1424	1681	340	283	874	941
PRKCQ	2490	2805	1911	697	369	1538	0	0	1	0	0	367	332	0	0
LOC102899605	27	22	15	11	17	9	0	1	0	0	0	60	72	0	0
LOC111561501	2	0	3	1	1	1	0	0	0	0	0	3	1	0	0
LOC109501299	5	5	1	2	3	2	0	0	0	0	0	46	51	0	0
LOC109501298	3	2	0	3	4	1	0	0	0	0	0	30	51	0	0
SFMBT2	1051	790	622	318	212	682	32	18	17	64	66	456	349	55	55
LOC105260705	1	2	0	1	9	0	0	0	0	0	0	62	78	0	0
ITIH5	2	6	3	10	14	8	29	8	10	34	49	113	120	1	1
LOC109501300	0	4	2	3	1	0	2	0	0	1	2	17	25	0	0
ITIH2	17	4	5	12	16	10	3	0	1	2	2	160	191	3	1
KIN	466	326	324	174	96	256	480	516	447	527	659	102	85	292	320
ATP5F1C	1628	1635	1931	898	345	1156	3307	3140	2579	3575	4941	171	127	2221	2814
LOC111561440	42	12	17	7	13	20	5	8	13	1	8	19	27	11	4
TAF3	337	276	278	179	60	208	243	216	187	258	305	211	178	144	199
LOC109501301	33	14	32	39	26	5	5	4	2	3	3	74	66	1	0
LOC109501302	5	1	1	1	2	3	0	0	0	0	1	10	16	0	0
GATA3	278	257	166	84	47	146	43	80	52	25	22	295	205	24	28
LOC109501943	2	0	1	4	4	0	1	0	0	0	0	38	47	0	0
LOC109501303	1	0	1	4	2	0	0	0	0	0	0	14	24	0	0
LOC111561600	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0
LOC109501305	1	0	2	0	0	0	0	0	0	0	0	17	23	0	0
LOC109501315	1	0	0	0	2	0	0	0	0	0	0	37	29	0	0
LOC109501308	3	1	0	1	4	2	1	0	1	0	0	28	61	0	0
LOC109501311	2	2	2	7	11	2	0	0	0	1	0	46	45	0	0
CELF2	5516	4337	4782	3306	1303	3696	2053	2975	2199	2161	3059	638	549	1835	2191
LOC109501309	1	0	1	0	2	0	0	1	7	4	0	24	18	3	1
LOC111561280	4	0	5	2	6	6	2	0	0	0	0	15	19	1	0
LOC109501312	298	123	168	208	88	94	6	13	11	6	9	130	142	3	12
LOC109501313	200	87	147	166	69	98	6	9	3	8	3	40	48	4	3
LOC109501310	7	10	6	11	21	5	0	2	0	3	1	140	157	0	0
LOC111561281	2	4	4	4	9	3	0	0	0	0	0	27	32	1	0
USP6NL	210	138	254	170	90	148	373	271	265	316	429	164	179	216	239
LOC111561282	4	3	4	12	6	3	3	0	0	1	0	14	18	0	0
LOC111561542	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
ECHDC3	374	236	235	124	69	283	83	81	66	115	139	86	89	56	71
LOC109501320	21	23	20	20	8	7	10	9	6	4	5	55	44	1	5
LOC109501318	28	52	39	37	18	38	1	0	0	0	0	53	56	0	2
PROSER2	774	1475	982	528	199	996	93	56	35	42	64	41	43	19	21
LOC109501319	3	3	3	0	2	3	1	0	0	1	0	16	43	0	1
UPF2	1581	1516	1363	1049	422	1044	840	733	532	797	1161	602	491	384	575
LOC109501321	15	13	24	5	7	10	4	1	6	1	3	23	27	2	6
DHTKD1	830	1208	810	454	186	780	213	268	196	282	321	166	194	88	115
LOC111561524	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0
SEC61A2	677	528	622	305	149	423	480	369	339	459	598	75	61	196	234
NUDT5	638	1740	869	615	294	826	1078	669	572	783	1075	101	101	909	1088
CDC123	1805	3220	2081	1222	491	1756	1278	1287	1048	1177	1713	174	112	985	1228
LOC111561583	4	0	3	1	1	4	0	0	1	0	1	3	4	0	0
CAMK1D	824	774	718	556	215	550	633	331	207	559	706	248	262	268	325
LOC111561584	3	0	2	2	1	1	1	0	0	0	0	0	0	0	0
LOC102901457	3	0	1	5	3	2	0	0	1	0	0	12	13	1	0
CCDC3	189	272	120	16	23	79	6432	1193	997	1157	1212	50	75	2010	2460
LOC102901477	85	61	37	7	11	36	12	7	3	8	4	55	74	9	1
OPTN	2517	3985	2762	1058	551	2304	2117	3569	2934	3604	4641	444	351	2109	2874
MCM10	83	146	108	45	40	79	50	59	43	37	40	301	293	8	18
LOC111561283	0	3	2	1	1	0	2	0	0	0	0	3	7	0	0
UCMA	2	0	5	2	11	4	1	3	2	2	0	42	49	0	0
PHYH	1085	1187	954	454	187	797	2476	2280	1912	2122	2697	87	83	1466	1765
SEPHS1	1070	898	882	512	181	718	2001	1819	1529	2042	2637	175	171	860	1076
LOC102901935	14	16	7	6	20	13	10	7	2	5	16	69	92	3	1
BEND7	52	22	41	38	16	13	37	54	31	13	17	130	126	61	84
LOC102902153	10	5	19	16	4	8	4	6	5	4	3	95	75	3	10
PRPF18	990	1061	965	516	215	631	834	947	883	717	949	114	126	536	662
FRMD4A	153	215	198	111	53	98	566	337	309	663	732	235	314	169	195
LOC109501325	90	58	67	38	34	52	44	16	18	35	42	76	78	25	19
LOC109501330	4	1	2	1	5	0	0	0	0	0	0	26	20	0	0
LOC109501327	0	0	1	1	1	0	0	0	0	0	0	44	36	0	0
LOC109501331	2	0	2	3	12	1	0	0	0	0	0	88	87	0	0
LOC109501326	1	0	0	2	1	1	0	0	0	0	0	29	44	0	0
FAM107B	5715	5527	4857	2868	863	4044	513	1185	839	710	867	338	248	418	502
CDNF	16	30	34	15	15	29	87	389	310	164	268	50	56	301	293
HSPA14	592	517	570	244	128	412	1082	1203	946	1130	1534	83	96	748	957
SUV39H2	115	122	136	102	36	97	240	167	129	282	373	47	46	194	260
LOC101089021	1975	1798	2015	1108	391	1412	253	158	136	211	258	190	210	406	472
MEIG1	1	1	0	2	7	0	3	0	0	0	0	4	12	1	4
ACBD7	0	0	2	0	1	0	0	0	1	0	0	13	11	0	0
CB4H10orf111	0	0	1	1	3	0	1	2	0	0	1	1	5	4	2
RPP38	136	147	151	65	27	97	789	440	380	608	715	63	78	343	403
NMT2	71	43	77	28	24	51	290	112	98	173	227	100	152	96	79
FAM171A1	3	1	5	4	15	2	149	259	242	181	254	119	171	54	30
ITGA8	3	1	3	4	27	6	1439	1184	885	725	1030	168	180	2447	2570
MINDY3	927	819	837	513	281	623	483	589	471	602	779	82	64	396	463
LOC109501337	28	5	29	40	19	8	13	4	3	10	10	29	37	6	15
LOC109501338	2	1	1	0	1	3	1	0	0	1	3	17	46	0	3
PTER	7	6	5	0	4	4	9	1	4	3	4	63	78	2	4
C1QL3	7	10	23	13	11	9	4	4	7	9	13	9	8	4	10
LOC109501340	6	6	3	3	6	4	2	4	0	1	2	38	62	1	1
RSU1	8877	9371	11353	5637	2578	11001	4023	3500	2630	3828	4879	177	162	3310	4367
CUBN	193	134	167	235	104	141	104	129	78	65	84	537	706	82	107
LOC109501342	3	5	8	9	10	2	3	4	1	3	1	73	81	3	5
TRDMT1	3982	3920	4095	2679	947	3085	556	417	378	448	572	89	126	242	308
VIM	6204	2353	6480	6475	2641	2831	16977	14738	11045	15436	20445	2461	1272	13499	15230
ST8SIA6	3	3	3	0	6	4	0	2	1	2	0	66	93	0	1
LOC111561284	1	2	1	0	7	2	0	0	0	0	0	68	67	0	0
HACD1	8	5	7	9	5	1	735	987	812	991	1406	25	35	433	591
LOC111561285	0	3	3	4	3	1	69	32	24	65	59	30	69	14	22
STAM	408	345	426	292	93	282	1721	2365	1915	1948	2611	53	64	1166	1447
TMEM236	3	4	4	5	3	1	24	30	21	32	36	27	20	15	11
MRC1	62	27	53	15	40	42	51	54	23	47	54	193	269	39	54
SLC39A12	1	2	3	4	9	1	5	0	3	1	0	94	149	0	3
CACNB2	124	77	85	63	43	52	30	97	111	51	58	289	307	10	23
LOC109501346	1	3	0	2	2	0	0	0	0	1	0	44	43	0	0
NSUN6	416	340	392	203	76	250	356	233	201	345	477	92	83	153	226
LOC111561598	0	1	0	1	1	0	1	0	1	1	0	8	10	0	0
ARL5B	1241	1531	1227	744	261	1074	1058	1083	869	1371	1823	81	93	438	528
LOC111561621	0	3	1	2	0	3	677	0	0	1	1	1	0	0	0
MALRD1	8	2	1	6	26	3	3	8	10	8	4	165	213	1	2
LOC109501347	0	0	0	0	3	0	0	0	0	0	0	35	70	0	0
LOC111561286	0	0	2	0	5	0	0	0	0	0	0	25	29	0	0
LOC111561558	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PLXDC2	4385	3797	4704	2735	1185	4382	19665	31740	24458	17389	21327	105	127	4698	5864
LOC109501348	1	1	0	4	2	0	8	7	4	11	6	25	11	5	1
LOC109501349	1	0	1	1	4	0	5	5	15	0	0	23	41	1	0
NEBL	2	6	9	6	36	6	150	17	30	384	523	254	298	10	2
CB4H10orf113	0	0	1	0	1	0	0	0	0	0	2	11	36	0	0
LOC111561287	5	2	1	3	11	2	0	0	0	0	0	96	135	0	0
LOC109501945	0	0	1	1	1	1	0	0	0	0	0	12	16	0	0
LOC111561472	2	0	1	2	5	0	0	0	0	0	0	22	9	0	0
CASC10	0	1	1	2	14	4	2	1	2	0	1	56	46	0	0
SKIDA1	6	2	6	7	13	4	20	8	12	18	15	107	174	10	8
MLLT10	1967	1703	1785	1282	505	1292	805	683	532	776	961	230	254	410	448
DNAJC1	268	249	298	166	69	167	622	754	618	657	830	75	63	432	565
LOC109501352	4	4	4	0	5	1	0	0	3	0	0	40	63	0	0
LOC111561289	2	0	0	0	0	1	1	0	0	0	0	13	5	0	1
TRNAN-GUU_3	4	1	0	0	0	1	0	2	2	0	0	1	1	2	0
COMMD3	1255	897	1305	744	252	935	980	1035	770	909	1222	64	49	498	655
BMI1	2063	1343	1581	965	361	1218	1702	1822	1355	1757	2392	79	63	1181	1433
SPAG6	3	4	6	5	12	0	4	2	3	1	2	31	65	0	0
LOC109501353	0	0	2	1	5	1	0	0	0	0	0	4	5	0	0
LOC111561444	15	9	8	15	6	5	0	0	0	1	1	8	6	0	0
LOC111561502	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIP4K2A	10266	12574	14101	6978	2421	10398	1356	2038	1794	2061	2476	301	263	1410	1841
LOC111561290	75	71	92	37	20	51	4	5	5	13	11	22	12	4	10
LOC109501354	172	210	241	239	103	167	4	3	1	7	3	50	63	1	3
ARMC3	10	6	13	4	21	8	1	4	3	3	3	156	139	0	0
LOC111561291	1	0	1	0	2	0	0	0	0	0	0	10	10	0	0
PTF1A	1	1	0	1	2	3	0	0	0	0	0	14	15	0	0
CB4H10orf67	2	1	4	3	12	1	12	3	8	15	18	75	74	1	5
LOC109501948	0	0	0	0	1	0	1	1	2	1	2	2	8	0	0
OTUD1	382	427	375	146	49	292	911	757	656	1234	1563	19	31	176	280
LOC111561292	1	0	5	0	8	1	0	0	0	0	0	21	24	0	0
KIAA1217	7	3	7	6	47	6	145	209	164	201	248	401	489	115	140
LOC109501360	2	4	2	1	15	2	0	1	0	0	1	67	65	0	2
LOC109501361	2	0	0	0	0	0	3	2	2	2	1	18	8	1	1
LOC109501359	2	0	1	1	11	2	0	2	0	2	2	54	64	1	0
LOC109501362	9	1	9	2	9	6	32	7	5	22	26	13	18	10	7
ARHGAP21	476	225	491	317	157	240	4022	2821	2160	4381	5816	246	282	2403	2585
LOC109501363	11	6	10	13	2	12	40	37	25	28	25	51	57	17	28
PRTFDC1	4	0	1	0	12	0	181	120	78	217	327	60	92	105	140
LOC109501364	3	1	0	1	5	1	7	8	4	13	17	15	15	1	4
ENKUR	6	2	9	8	10	2	7	5	1	2	8	20	34	6	7
THNSL1	715	596	614	322	123	403	348	478	337	367	459	29	56	188	276
LOC111561293	0	0	0	1	4	0	0	0	0	0	0	58	49	0	0
GPR158	0	2	1	2	23	2	0	2	1	0	0	192	213	0	3
LOC111561518	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0
MYO3A	98	69	60	29	45	19	0	1	0	0	2	179	224	0	0
LOC102899465	3	7	6	4	32	3	1	0	0	2	0	117	140	0	0
GAD2	23	17	10	44	29	10	62	12	4	3	3	177	227	3	0
LOC105260711	86	47	67	76	34	51	3	2	1	3	6	68	126	5	5
APBB1IP	708	447	595	843	269	353	66	55	38	31	54	196	188	40	45
LOC101087240	79	75	93	39	23	72	114	151	128	111	159	98	102	25	35
PDSS1	618	447	647	386	101	443	173	110	106	170	225	135	165	107	134
ABI1	4867	5057	5123	2388	925	3983	3163	3037	2502	3202	4040	211	155	2034	2433
LOC111561514	4	1	1	12	0	5	1	1	1	0	0	1	0	1	0
ACBD5	687	624	746	370	162	547	1109	1124	894	1234	1663	169	189	828	951
MASTL	44	44	66	42	17	34	92	43	46	68	98	75	95	56	91
YME1L1	3958	3519	3636	2242	903	2812	7355	7212	5836	7557	10879	368	305	4523	5435
ANKRD26	878	652	778	366	173	432	424	321	252	362	501	148	181	162	201
LOC109496862	42	39	44	28	14	22	18	10	9	15	14	26	64	4	6
LOC105260720	2	0	1	4	11	4	1	1	0	0	2	226	272	0	0
PTCHD3	2	3	1	0	3	0	0	0	0	0	0	23	23	0	0
RAB18	2581	2566	2861	1453	623	1955	4486	5345	4107	4992	6792	68	74	3154	4061
MKX	9	1	6	0	9	0	524	612	468	126	176	114	159	205	313
ARMC4	6	4	3	5	18	8	13	50	47	1	0	181	221	6	5
LOC109501369	41	16	22	42	9	16	0	4	0	0	0	35	46	3	0
MPP7	2748	2067	2721	1471	806	1611	111	136	85	18	30	91	113	315	407
LOC109501368	44	12	35	10	17	31	0	0	0	0	0	16	14	0	0
LOC109501370	0	1	0	0	7	1	0	0	0	0	0	39	54	0	0
LOC102900110	3	1	2	1	3	1	2	4	1	1	1	25	31	4	0
WAC	5962	5878	5469	3440	1154	3975	3703	3687	3000	3706	4760	474	370	2055	2487
BAMBI	2	2	0	0	6	3	2	4	2	3	3	26	51	0	0
LOC111561500	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
LOC109501375	3	2	1	3	7	1	0	0	0	0	0	38	68	0	0
LOC111561295	0	0	0	0	3	0	0	0	0	0	0	34	43	0	0
LOC109501376	1	2	0	0	6	0	0	0	0	0	0	26	37	0	0
LOC109501377	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0
LOC111561296	0	1	1	1	3	0	2	1	5	1	1	14	28	1	1
LOC111561562	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LOC109501378	1	0	0	0	4	0	0	0	0	0	0	52	34	0	0
LOC109501897	2	1	1	0	2	0	0	0	0	0	0	7	2	0	0
LOC109501379	4	1	0	1	6	0	0	0	0	0	0	29	17	0	0
LOC101090367	2	0	3	1	10	3	0	0	0	0	0	18	31	0	0
MAP3K8	231	197	320	160	76	144	189	368	352	143	230	168	135	486	553
LOC102900406	13	9	16	13	3	5	8	8	13	9	5	83	73	22	35
MTPAP	811	746	868	495	214	581	928	1001	801	929	1169	72	77	503	599
JCAD	961	1294	1646	1180	428	867	5504	5710	4900	5153	6367	178	153	8278	9303
LOC109501381	1	2	0	0	5	0	1	0	0	0	0	31	30	0	0
LOC109501384	2	1	0	1	7	0	3	3	1	2	1	69	61	2	6
SVIL	1128	817	1263	749	307	769	4121	5298	4057	6959	9749	376	452	5922	6331
LOC111561521	1	0	0	2	0	0	1	0	1	0	0	4	2	0	0
LOC109501383	38	14	24	27	18	13	16	8	16	20	13	75	65	8	19
LOC102900814	4	3	5	4	4	3	3	0	2	0	0	59	51	1	0
LOC109501386	17	9	14	11	2	13	0	0	0	1	0	1	10	1	1
ZNF438	287	385	349	237	99	218	82	110	83	106	122	130	130	43	38
LOC109501387	0	1	2	1	7	1	10	5	7	11	11	10	19	2	4
LOC109501388	3	0	1	1	1	1	2	1	2	6	1	30	28	3	0
LOC109501391	3	2	4	8	7	4	6	13	23	7	4	91	95	2	4
LOC109501389	20	20	22	17	8	13	35	33	30	45	68	18	20	34	39
LOC111561298	3	2	0	2	5	0	5	2	0	3	1	9	5	1	0
ZEB1	1460	1691	1467	969	296	1062	1822	2216	1779	2780	3700	590	460	1237	1497
LOC111561297	119	63	96	199	31	51	25	13	11	23	25	41	33	5	23
LOC111561299	0	0	1	1	5	0	0	0	0	0	0	33	19	0	0
LOC109501392	6	3	4	5	5	4	167	176	163	91	100	62	93	101	82
LOC109501393	3	0	6	4	4	2	8	6	4	1	3	50	88	1	0
LOC105260715	8	14	5	6	5	3	25	41	38	42	47	50	62	14	8
ARHGAP12	2612	2446	2692	1506	659	1774	1170	1434	1054	920	1218	110	177	900	1052
KIF5B	6266	5334	5938	2848	1162	4095	16534	28556	20696	18491	24417	691	413	18457	22576
EPC1	2258	2079	1966	1216	451	1491	554	594	491	586	716	214	218	253	365
LOC109501394	134	48	101	84	46	66	11	10	10	12	15	94	79	6	10
LOC111561300	197	103	143	112	41	118	25	5	14	15	10	18	35	9	7
LOC101093782	53	63	69	29	17	55	61	55	38	52	79	71	22	44	32
CCDC7	4	9	13	12	9	13	31	35	23	11	13	91	78	8	10
LOC109501395	0	0	0	0	0	2	0	0	1	0	0	15	20	0	0
LOC102901117	4	11	9	5	6	0	0	5	0	1	0	12	28	0	0
ITGB1	20149	15213	20611	9157	4114	16765	96098	84398	68051	91703	120404	602	423	76512	94917
LOC102901162	71	44	83	73	30	36	49	18	24	72	74	39	67	106	149
LOC111561301	72	70	111	46	11	17	4	7	3	7	9	48	78	6	17
NRP1	13	7	8	3	23	2	6636	10727	8141	5194	6780	179	212	4047	4757
LOC109501398	0	1	0	2	2	1	3	5	1	0	6	11	25	0	3
LOC109501397	0	0	1	1	6	0	5	8	5	0	2	42	25	2	1
LOC111561302	1	1	0	0	12	2	8	7	3	3	2	46	25	3	4
LOC109501400	0	0	0	1	0	0	0	0	0	0	0	5	15	0	0
LOC109501952	2	0	0	1	1	1	1	3	2	0	1	14	22	0	0
PARD3	136	139	165	129	54	101	1767	2005	1647	2297	3318	248	327	997	1168
LOC111561539	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
CUL2	1071	1050	1071	662	262	705	1272	1179	919	1309	1831	154	179	791	949
CREM	176	121	231	110	69	108	370	365	370	446	683	174	152	253	358
LOC105260723	81	88	100	64	25	83	74	78	69	77	79	31	47	32	63
CCNY	13209	12092	15473	8149	3390	12487	3436	3295	2674	4051	5329	215	190	1941	2379
LOC111561305	1	2	0	0	4	1	0	0	0	0	0	4	5	0	0
GJD4	1	1	4	3	3	1	0	0	0	0	0	44	45	0	0
FZD8	31	41	48	11	17	14	59	58	55	49	49	61	78	23	37
LOC111561520	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
USP18	860	2983	804	123	439	1324	4	10	13	3	3	85	88	5	6
TUBA8	8	12	11	4	10	6	7	2	4	3	3	134	206	0	1
PEX26	1049	868	881	513	206	797	1718	1924	1723	1751	2331	138	157	1277	1427
LOC109501408	1	0	0	0	5	1	0	1	2	1	3	3	9	1	0
LOC109501407	2	1	0	5	10	2	0	0	1	0	0	47	99	1	1
MICAL3	459	407	438	321	215	305	504	550	403	625	815	655	806	496	514
LOC109501406	8	3	4	6	4	6	6	6	6	4	7	41	52	3	6
LOC109501409	9	14	17	13	6	17	3	9	5	3	3	47	56	0	2
BID	651	698	649	383	159	492	877	1012	837	1056	1511	84	79	449	523
BCL2L13	1420	1485	1362	894	352	1250	2900	3259	2641	3316	4301	271	346	2379	2672
ATP6V1E1	2112	1679	2391	1385	623	1916	2071	2736	2176	2100	2883	132	121	1518	1901
SLC25A18	5	5	4	12	22	1	2	5	2	1	1	195	204	2	1
LOC109501413	0	0	0	1	5	0	0	0	0	0	0	8	18	0	0
LOC101094605	262	115	129	343	80	115	2	0	0	0	2	302	334	1	1
LOC111561307	5	3	3	3	11	0	0	0	0	0	0	102	125	0	0
ADA2	1149	974	1328	421	198	746	0	0	0	0	0	164	210	0	0
HDHD5	116	108	90	30	20	70	377	288	287	448	545	66	97	297	310
TMEM121B	10	2	6	6	9	1	4	4	0	1	0	83	109	0	4
IL17RA	3372	2712	3241	1326	756	1767	1238	1050	940	1416	1780	192	184	431	484
LOC102899890	7	1	6	2	10	2	6	4	6	9	6	55	49	0	1
CACNA1C	24	7	25	24	84	9	257	322	282	165	235	917	1065	298	316
LOC111561309	0	1	0	1	1	0	4	1	0	1	0	32	40	1	4
LOC102900005	2	3	3	0	15	2	19	13	8	2	13	90	110	31	23
LOC109501414	6	2	4	4	29	1	7	3	2	1	1	100	137	6	2
DCP1B	317	293	283	159	50	227	454	422	359	507	644	105	125	302	384
CACNA2D4	14	3	5	11	24	8	0	5	2	1	3	326	421	2	2
LRTM2	5	2	0	5	20	1	0	0	0	0	0	171	239	0	0
ADIPOR2	1702	1098	1493	879	406	1077	3308	5284	4365	3579	4961	242	237	2672	3416
LOC102900339	0	0	0	0	0	0	4	0	1	1	5	21	35	2	1
LOC111561310	0	2	0	1	16	0	26	12	8	25	28	86	94	14	27
WNT5B	0	2	4	1	10	1	752	631	689	1586	1876	122	122	2131	2717
LOC109501418	3	1	2	2	7	0	7	2	6	9	8	74	64	5	5
