N_unmapped	4438_S1_L002_ReadsPerGene.out.tab	4460_S2_L002_ReadsPerGene.out.tab	4474_S3_L002_ReadsPerGene.out.tab	4501_S4_L002_ReadsPerGene.out.tab	4510_S5_L002_ReadsPerGene.out.tab	4520_S6_L002_ReadsPerGene.out.tab	DC1MINUS_S7_L002_ReadsPerGene.out.tab	DC2MINUES_S9_L002_ReadsPerGene.out.tab	DC2PLUS_S10_L002_ReadsPerGene.out.tab	DC2Pool_NoIndex_L001_ReadsPerGene.out.tab	DC3Pool_NoIndex_L001_ReadsPerGene.out.tab	DC4MINUS_S11_L002_ReadsPerGene.out.tab	DC4PLUS_S12_L002_ReadsPerGene.out.tab	Mischief_Minus_S12_L002_ReadsPerGene.out.tab	Mischief_Plus_S11_L002_ReadsPerGene.out.tab	X2654MINUS_S13_L002_ReadsPerGene.out.tab	X2654PLUS_S14_L002_ReadsPerGene.out.tab
POC1B	0	0	0	0	0	0	0	0	0	1	0	0	0	6	10	0	0
GALNT4	1531	1592	2159	1144	561	1608	100	93	80	0	2	152	189	55	86	91	140
ATP2B1	200	252	230	131	61	202	162	173	139	1	2	139	201	103	87	96	133
LOC109501707	3119	1725	3308	1533	675	1509	1984	1943	1484	5	6	1981	2745	355	306	1290	1586
LOC111561545	0	0	0	0	3	0	0	0	0	11	90	0	0	24	21	0	0
LOC109501709	0	0	0	0	3	2	0	0	0	0	0	0	0	12	17	0	0
LOC111561487	0	0	0	0	0	0	0	0	0	0	0	0	1	4	15	0	0
CCER1	0	0	0	0	1	0	0	0	0	2	2	0	0	22	22	0	1
LOC111561400	5	1	1	0	21	2	0	1	0	4	4	1	0	89	81	1	0
EPYC	0	0	0	0	7	0	0	0	0	11	98	0	0	28	23	0	1
KERA	2	2	1	0	0	0	0	0	0	10	18	0	0	46	54	0	0
LUM	1	0	0	1	5	2	0	1	0	0	0	0	0	16	39	0	0
DCN	1	0	1	0	4	0	2057	337	335	5	3	2948	5293	35	26	821	1071
LOC111561488	30	1	0	19	17	59	2923	1653	1421	1	11	2248	4434	74	86	554	825
LOC109501711	0	0	1	2	0	2	1	0	0	2	0	0	0	6	0	0	1
LOC111561401	3	0	1	2	4	1	0	0	0	0	0	0	0	13	14	1	0
LOC102900570	26	0	0	11	10	41	0	0	0	9	96	0	1	54	41	0	0
LOC109501710	2	2	3	4	10	2	4	2	0	186	135	3	5	78	98	0	1
LOC111561402	0	0	0	0	1	0	0	0	0	0	0	0	0	20	11	0	0
LOC109501712	0	1	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0
BTG1	1	0	0	0	2	0	0	0	0	0	0	0	0	3	7	0	0
LOC109501713	13706	16106	13704	10468	3199	13063	1845	1675	1480	0	0	1380	1792	167	110	815	1053
LOC111561519	54	43	72	41	8	39	1	0	0	0	0	0	0	11	16	1	0
LOC109501715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CB4H12orf74	6	5	8	5	5	9	0	0	0	11	10	0	0	57	77	0	0
PLEKHG7	0	0	0	1	8	1	0	0	0	96	53	0	0	40	51	0	0
EEA1	1	3	0	6	8	1	1	0	0	2	0	0	2	35	51	0	0
TRNAK-CUU_38	1342	881	1127	937	384	695	2940	2940	2303	91	132	2631	3711	248	195	1658	2084
LOC111561589	0	0	3	0	0	1	2	2	0	0	0	2	0	27	36	0	0
LOC111561403	2	0	0	0	1	1	0	0	0	0	0	0	0	6	16	0	0
LOC109501718	2	3	4	2	6	0	1	2	1	0	1	3	4	39	25	2	2
LOC102900626	0	1	0	1	1	1	0	0	0	2	1	0	0	15	15	0	0
LOC109501716	3	1	0	1	1	1	0	0	1	2	0	0	1	51	62	0	0
LOC109501717	0	0	0	0	2	1	0	0	0	0	0	0	1	9	11	0	0
NUDT4	2	1	3	3	8	0	0	0	0	0	0	1	0	54	78	0	0
UBE2N	1097	1090	1074	617	202	787	1907	1470	1282	1	0	1614	2109	259	141	1765	2047
MRPL42	1154	1091	1196	574	232	854	2093	1793	1402	0	0	1967	2471	115	67	1317	1683
LOC109501721	370	345	341	209	71	262	415	497	397	7	12	426	647	29	37	240	323
SOCS2	25	1	3	3	18	15	2	2	0	0	0	0	0	29	31	0	1
CRADD	122	120	95	77	24	71	73	73	48	0	1	96	141	71	38	47	67
LOC109501723	387	282	317	212	71	190	102	186	168	65	81	150	157	126	159	113	109
LOC109501724	64	22	56	76	27	26	0	9	3	3	10	1	1	64	60	0	4
LOC109501725	2	2	1	1	5	0	0	0	0	0	0	0	0	21	42	0	0
PLXNC1	43	18	50	12	18	17	6	1	1	38	77	7	3	28	37	0	0
CEP83	4179	1760	4193	1989	1289	2093	857	96	64	16	136	321	365	267	318	119	96
LOC109501726	542	482	551	314	142	342	438	358	283	102	55	538	711	101	126	196	271
TMCC3	5	4	1	5	11	4	5	1	0	156	96	1	1	215	219	0	0
LOC109501727	12	27	11	7	14	20	249	170	127	9	22	315	372	159	191	72	93
TRNAK-CUU_39	1	1	2	1	9	0	14	10	11	1	1	29	40	27	53	10	4
LOC111561404	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0
LOC109501728	2	3	2	1	11	1	1	0	0	0	2	1	0	41	40	0	0
NDUFA12	1	7	7	3	0	1	1	2	1	75	41	4	2	11	26	3	0
NR2C1	710	728	911	390	164	495	1585	1542	1143	24	27	1512	1980	81	48	1007	1257
FGD6	624	565	626	382	168	416	1044	916	796	49	50	1152	1554	160	124	477	582
VEZT	96	92	93	73	41	102	194	184	157	69	40	214	287	161	177	158	205
LOC102901233	1188	1096	1161	535	284	778	1462	1257	961	95	101	1673	2257	253	236	976	1278
METAP2	44	33	63	51	16	33	9	19	13	121	74	54	79	133	125	4	2
USP44	1444	1280	1421	723	284	1013	2550	2343	1731	0	0	2476	3498	371	235	1645	2097
LOC111561406	347	220	312	298	102	191	53	29	30	150	264	37	33	61	85	28	50
NTN4	4	0	2	3	3	2	2	1	2	146	130	2	2	18	29	0	0
SNRPF	2	1	0	2	8	1	8999	9020	7964	7	1	5243	6188	57	72	9593	12830
CCDC38	202	197	233	70	30	126	320	230	196	1	0	309	382	157	108	172	164
AMDHD1	27	28	26	14	20	20	11	7	5	2	6	13	6	81	92	2	1
HAL	26	31	16	6	5	20	1059	1501	1296	1	0	780	974	82	68	366	426
LTA4H	6	7	2	10	14	2	4	9	5	5	21	1	0	101	139	0	0
TRNAD-GUC_7	1142	847	1545	447	336	756	936	946	711	1	5	958	1225	153	162	309	410
LOC111561408	0	1	1	1	0	0	0	1	4	0	0	0	0	12	5	0	0
ELK3	0	1	1	0	3	0	1	1	0	3	12	0	0	68	68	0	0
CDK17	649	486	591	537	165	353	706	801	634	0	3	686	926	355	300	294	355
CFAP54	1982	2693	1888	1049	468	1571	898	783	569	18	10	995	1347	178	197	337	472
LOC109501825	22	26	20	15	46	16	18	19	5	827	899	18	25	314	322	20	31
NEDD1	27	16	22	59	14	16	7	16	14	14	22	8	7	0	0	0	0
LOC109501733	1078	1002	1035	589	231	803	2395	2249	1783	2	3	2227	3058	114	97	969	1142
LOC109501735	6	2	5	6	34	4	0	0	1	76	94	0	0	127	207	0	0
LOC109501737	0	0	0	0	1	2	0	0	0	0	0	1	0	20	7	0	0
LOC111561575	1	0	0	3	4	1	0	1	0	50	18	0	0	32	31	0	1
TRNAD-GUC_8	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0
TRNAW-CCA_2	2	0	1	0	0	0	0	0	1	0	0	2	1	0	1	0	0
TMPO	1	2	1	1	0	0	1	0	0	0	0	1	0	15	15	1	0
SLC25A3	9170	6163	8491	4099	1826	5072	850	409	324	179	143	636	922	818	410	207	245
LOC111561578	3944	3376	4097	2214	901	3511	11914	11604	9426	198	75	12597	16526	304	189	9596	11612
IKBIP	1150	904	1539	2505	1178	3337	533	623	481	0	0	611	710	12	9	239	310
APAF1	572	752	675	590	206	602	3033	2858	2283	80	36	2730	3619	162	153	2039	2511
LOC109501740	2171	1913	2192	1408	724	1719	417	396	284	39	87	440	591	201	200	178	248
ANKS1B	51	34	41	40	24	41	4	5	5	0	0	3	8	37	25	2	3
LOC111561410	90	106	97	97	61	130	45	95	79	305	186	28	27	143	189	29	35
LOC111561411	137	199	180	166	97	134	1	0	0	13	35	1	0	147	156	3	0
FAM71C	0	0	0	0	3	0	0	0	0	92	42	0	0	27	31	0	0
LOC109501741	3	0	0	0	5	0	1	0	0	11	33	0	0	37	36	0	0
UHRF1BP1L	0	0	1	0	1	0	0	0	0	0	0	0	0	6	17	0	0
ACTR6	5064	4618	4582	3093	1077	3949	8866	9917	7723	90	162	9709	11962	378	222	6730	8694
SCYL2	363	600	400	194	113	395	798	864	644	1	0	667	936	37	29	576	688
SLC17A8	2283	2423	2352	1559	589	1900	1754	2016	1537	41	24	2224	3160	160	169	1363	1688
LOC109501742	7	4	10	7	17	6	2	1	1	10	13	2	0	94	135	2	1
NR1H4	1	0	1	1	2	0	0	0	0	3	17	0	0	6	12	0	0
GAS2L3	2	4	5	5	9	1	2	1	1	9	15	0	0	86	133	0	0
ANO4	49	35	55	35	26	36	102	41	39	67	49	60	104	104	134	29	63
SLC5A8	47	97	17	12	29	25	115	882	619	23	44	621	781	178	241	28	38
UTP20	0	1	0	5	7	1	0	1	0	18	25	0	0	43	51	0	0
ARL1	1427	1313	1221	869	347	1041	2542	2850	2294	133	317	2348	3195	522	505	1449	1668
SPIC	702	651	621	287	134	397	2311	2566	2155	65	36	2310	3022	171	101	1776	2042
MYBPC1	12	43	9	4	13	13	0	0	0	139	49	0	0	13	18	0	0
LOC111561412	14	18	12	16	29	14	0	2	1	68	56	0	0	256	290	0	1
CHPT1	0	0	0	0	1	0	0	0	0	11	20	0	0	53	58	0	0
LOC111561499	903	425	1310	379	371	574	441	658	561	3	3	368	454	13	17	609	770
SYCP3	36	43	57	45	20	42	19	12	7	1	0	10	12	0	1	6	8
LOC111561413	32	19	36	10	15	12	13	13	21	3	3	13	18	32	48	14	31
GNPTAB	11	11	11	3	3	6	5	3	3	1	0	1	4	59	41	3	2
LOC109501743	7357	7213	7228	4177	1816	6291	2735	2932	2362	19	81	2436	3433	408	313	3059	3358
DRAM1	6	8	5	5	3	3	2	0	0	0	0	0	0	8	8	1	4
WASHC3	1780	748	2531	457	558	766	438	234	174	161	212	182	255	72	116	531	639
LOC111561503	734	604	711	469	170	478	1388	1440	1087	109	136	1430	1776	233	227	1011	1281
NUP37	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0
LOC109501744	248	285	295	134	53	161	254	279	214	31	20	208	312	79	56	192	242
PARPBP	27	27	19	9	14	16	7	5	6	1	6	6	13	11	15	5	4
PMCH	52	47	73	43	27	33	47	31	14	3	1	28	27	54	48	18	17
LOC111561593	10	12	9	8	5	6	6	6	4	131	57	3	4	10	10	2	5
IGF1	0	0	0	0	1	0	0	0	0	0	0	0	0	12	12	0	0
LOC111561489	39	6	11	24	39	16	62	26	18	229	178	27	39	203	207	18	13
LOC111561414	0	0	0	1	2	2	0	0	0	45	19	0	0	23	20	0	0
LOC102902093	6	4	2	2	9	7	3	0	7	9	13	0	1	59	53	0	0
PAH	0	2	1	0	3	0	0	2	0	0	1	0	2	10	10	0	0
ASCL1	7	5	5	3	13	3	0	1	0	0	6	0	0	170	196	1	0
LOC109501988	0	0	0	0	0	0	2	0	1	0	1	0	1	12	16	0	0
CB4H12orf42	0	2	1	2	2	1	0	0	0	5	27	0	0	37	36	0	0
STAB2	1	1	0	2	3	0	0	0	0	11	10	0	0	38	33	0	0
NT5DC3	8	4	9	10	55	5	20	13	15	192	241	35	47	554	589	1	1
LOC101083779	51	31	42	13	26	11	702	1033	930	3	49	1173	1589	133	117	38	47
TRNAG-CCC_1	11	11	15	8	20	19	17	9	6	15	46	15	20	128	189	4	3
HSP90B1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0
CB4H12orf73	6677	6701	7248	3873	1313	4594	15396	14269	11331	54	13	16170	22099	1744	1030	11837	14895
TDG	353	331	291	187	79	213	563	535	456	21	24	536	744	43	46	236	289
GLT8D2	779	706	707	399	166	559	550	408	303	3	6	676	842	124	99	232	272
LOC109501750	14	9	13	9	11	4	1537	1117	857	42	85	538	708	47	61	1311	1495
HCFC2	21	16	18	8	16	5	15	6	8	0	2	5	6	35	48	3	4
NFYB	1508	1145	1278	700	255	800	1471	1586	1168	12	42	1553	2013	193	200	889	1089
LOC109501752	788	598	568	319	133	432	611	583	436	0	1	662	886	110	80	288	394
TXNRD1	0	0	2	0	4	0	0	0	0	0	0	1	0	23	21	0	0
EID3	1457	1388	1669	685	297	1106	7382	5539	5014	4	4	5269	6663	493	326	4907	5997
LOC109501755	115	131	120	76	46	88	76	74	60	0	0	34	52	31	29	35	53
CHST11	341	399	328	195	36	233	7	2	2	0	1	2	1	4	2	2	0
LOC109501754	342	411	386	196	100	327	327	198	163	84	103	344	402	114	143	144	149
LOC111561415	24	9	14	30	27	12	2	1	3	56	46	5	2	49	73	3	4
SLC41A2	23	4	15	19	11	5	2	3	0	3	1	5	2	27	34	1	0
LOC101086240	225	374	397	418	65	286	723	954	743	0	1	892	1263	97	85	608	779
CB4H12orf45	3	2	1	5	2	2	1	3	1	0	0	5	1	19	25	1	2
ALDH1L2	325	396	361	182	83	267	391	480	395	1	4	465	650	75	69	287	300
WASHC4	325	125	348	111	140	138	5911	7797	6108	65	35	8897	11875	188	232	5219	6186
APPL2	2522	2325	2553	1332	552	1849	4097	4174	3368	60	24	4129	5628	156	170	2462	3075
CB4H12orf75	967	582	696	443	174	473	1360	1256	1036	227	132	1544	1857	165	133	803	937
LOC102899505	570	592	654	317	83	385	329	400	314	1	2	159	224	138	103	35	31
LOC111561548	0	0	1	0	0	0	0	0	0	0	2	1	1	50	73	0	1
LOC102899541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561416	1	0	2	0	2	2	0	0	0	0	3	0	0	33	72	0	0
NUAK1	6	2	3	5	19	8	0	0	1	1	5	1	0	112	195	0	0
LOC109501765	34	75	46	21	19	20	4153	3251	2907	148	78	7192	9583	95	152	1827	2201
CKAP4	0	2	0	0	3	1	0	5	0	0	0	0	0	14	15	0	1
LOC109501766	170	169	225	285	76	236	6691	5522	4937	0	1	7147	9148	26	48	5474	7348
TCP11L2	0	2	3	0	2	2	11	17	22	0	0	19	9	35	29	4	8
POLR3B	3458	2827	2653	2555	798	2782	1290	1829	1510	73	119	1253	1603	110	148	1423	1763
RFX4	432	392	413	290	113	297	729	811	673	10	39	828	1115	271	274	393	447
RIC8B	7	5	6	3	19	3	1	0	1	2	1	1	1	200	241	0	0
LOC109501185	307	279	302	198	95	218	219	173	124	3	3	234	278	149	183	91	140
LOC111561417	4	4	1	1	0	4	4	7	10	2	1	8	12	5	3	1	1
TMEM263	643	467	408	637	218	316	170	569	460	21	15	131	151	0	0	218	269
MTERF2	1439	1409	1231	672	300	1270	6188	4979	3836	210	111	6715	8848	49	64	3100	3923
CRY1	101	81	86	75	23	51	75	64	58	19	25	100	156	42	31	26	41
LOC111561490	499	363	443	207	111	369	375	297	239	0	1	372	456	117	117	189	233
LOC109501989	0	0	1	0	0	0	1	0	0	0	0	0	0	3	6	0	0
BTBD11	0	1	0	0	2	1	0	0	0	0	1	0	0	25	31	0	0
LOC111561535	252	314	259	90	81	200	973	1023	875	6	44	431	581	293	229	424	477
LOC111561418	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
PWP1	11	3	10	4	13	3	3	6	1	0	1	0	2	69	98	0	0
PRDM4	585	538	520	289	122	388	1587	1415	1147	13	21	2084	2741	154	118	1246	1616
ASCL4	1189	1072	1010	598	240	816	987	1060	855	42	41	1189	1343	262	222	373	537
RTCB	2	0	1	3	2	2	1	0	0	0	0	1	0	14	25	0	0
BPIFC	2202	2149	2106	1262	462	2072	3863	3987	3284	3	1	3990	5137	222	163	3042	3601
LOC109501771	127	100	100	51	23	87	22	12	6	69	16	21	19	110	146	4	18
FBXO7	5	5	0	2	3	1	0	1	0	1	0	0	0	8	10	2	0
SYN3	532	538	431	252	116	406	458	448	413	50	17	515	708	140	111	327	354
LOC109501770	23	25	10	12	30	20	7	8	5	41	65	3	7	329	355	6	6
LOC102900449	0	0	1	1	1	0	0	0	0	1	0	0	0	12	11	0	0
TIMP3	2	1	0	3	6	0	1	0	0	0	2	1	0	39	52	3	5
LOC109501772	221	225	207	117	51	139	3776	4316	3699	6	24	4318	5766	128	204	63178	69383
LARGE1	3	6	2	1	7	2	4	0	0	14	3	0	1	36	44	0	0
LOC109501773	282	310	182	47	66	143	2797	2860	2461	13	15	4212	5296	237	280	2758	3092
LOC111561582	8	2	6	2	11	0	2	3	3	43	19	6	1	24	34	2	3
LOC109501774	114	171	42	1	26	103	83	42	39	0	0	38	23	13	11	17	21
LOC109501776	0	0	0	1	3	0	0	0	0	0	0	3	0	13	42	1	0
LOC109501777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC109501779	0	0	0	0	3	0	0	0	0	1	0	0	0	28	42	0	0
LOC109501778	1	1	1	1	0	0	0	0	0	0	0	0	0	18	11	0	0
ISX	1	0	0	1	2	1	0	0	0	0	0	0	0	14	20	0	0
LOC111561420	0	1	1	1	6	1	0	0	0	0	4	1	0	51	80	1	0
LOC111561421	6	4	2	2	4	4	4	5	1	0	4	1	7	44	45	1	5
LOC109501775	1	0	0	0	3	2	0	0	0	0	0	0	0	21	13	0	0
HMGXB4	4	2	5	4	3	1	0	0	0	0	1	0	0	26	42	0	0
TOM1	713	545	690	497	182	491	495	501	421	4	51	600	685	245	197	229	301
LOC109501780	633	708	766	394	168	502	1147	1245	1085	136	167	1345	1540	121	132	690	742
HMOX1	4	7	10	17	2	4	0	1	1	0	0	1	1	5	1	0	0
MCM5	202	95	351	140	79	174	1157	1099	1004	2	0	1046	1266	165	98	756	889
RASD2	865	811	875	444	183	645	244	32	29	6	84	134	173	334	201	19	23
MB	3	5	3	3	12	1	3	2	0	0	1	1	1	43	43	0	0
APOL6	0	0	0	0	1	1	1	1	4	0	0	0	0	21	29	0	0
APOL5	1	0	2	1	4	1	0	0	0	0	0	0	0	39	61	0	0
RBFOX2	2	1	0	1	2	0	0	0	0	1	0	1	0	9	29	0	0
LOC109501787	36	48	50	24	40	18	6730	7209	5983	15	40	7416	8896	239	350	4112	4794
LOC111561439	4	2	5	1	6	2	22	18	9	51	24	8	19	34	57	3	8
LOC109501788	3	1	1	1	5	2	7	3	7	2	6	5	2	62	66	1	1
LOC111556223	2	0	0	2	4	1	7	2	2	5	2	2	5	28	34	2	4
LOC101091381	3	5	5	0	4	4	0	0	0	0	1	0	0	28	23	1	0
MYH9	0	0	1	0	5	1	0	0	0	0	0	0	0	69	50	2	0
TXN2	61508	44929	63453	46696	16106	54756	59556	51733	45958	4	8	93245	106227	8238	5318	37364	43078
FOXRED2	334	339	438	229	87	295	633	614	583	12	9	774	876	62	67	437	594
LOC102901649	219	172	165	90	54	142	70	109	109	88	56	129	168	163	228	35	28
EIF3D	2	2	0	2	0	0	0	0	0	1	6	0	0	2	2	0	0
LOC102901772	6912	6155	8541	5178	1261	5227	6568	7388	6631	0	1	8808	10745	713	485	4727	5015
CACNG2	43	47	26	21	38	50	26	32	12	21	20	17	20	239	325	14	18
LOC111561422	4	0	2	1	6	1	1	1	0	0	0	1	5	43	68	1	2
LOC109501789	28	38	27	3	6	50	0	0	0	19	17	1	0	41	47	0	0
IFT27	0	1	1	2	4	0	0	0	0	0	0	0	0	16	29	0	0
PVALB	85	51	74	37	23	48	160	176	124	2	9	201	216	53	61	183	160
NCF4	35	13	18	45	11	22	1	0	0	0	0	0	0	47	54	0	0
CSF2RB	742	453	815	310	218	619	2	2	1	0	2	0	0	148	123	2	0
LOC109501790	2002	1175	2574	1295	584	1359	2	0	0	41	45	1	1	252	188	1	0
TEX33	0	0	0	0	2	0	21	14	27	5	7	45	42	50	45	14	9
TST	2	2	3	3	1	1	1	0	0	0	0	1	0	32	37	0	1
MPST	5	7	9	5	8	8	134	42	47	2	0	98	121	23	38	66	58
KCTD17	670	604	768	298	185	549	2794	2650	2409	0	2	2733	3045	108	79	1893	2455
TMPRSS6	295	184	267	143	84	191	425	365	322	1	0	470	505	148	98	300	389
IL2RB	27	28	37	22	29	28	7	5	3	0	0	4	5	137	156	4	4
LOC111561466	871	884	835	244	134	418	2	1	0	2	12	1	2	617	474	1	0
C1QTNF6	2	0	0	0	5	1	0	0	0	0	1	0	0	12	26	0	0
SSTR3	15	22	8	6	13	11	1738	1761	1663	6	17	2192	2240	52	47	368	421
LOC109501990	15	28	2	8	29	20	0	0	0	1	1	3	0	95	102	1	0
RAC2	43	69	39	24	16	46	0	0	0	0	0	0	0	9	15	0	0
CYTH4	2089	2162	1987	1602	549	1693	0	6	6	1	6	2	0	587	411	1	1
ELFN2	2913	2057	3164	1788	650	2491	0	0	2	0	4	0	0	184	159	1	0
LOC102902388	16	11	20	12	24	17	402	135	157	10	35	189	165	89	105	256	333
MFNG	26	15	43	52	11	9	0	1	0	1	0	0	0	10	18	0	0
CARD10	3414	3012	3063	1860	631	2540	4	1	0	1	1	5	5	85	57	0	1
LOC109501794	17	26	23	26	23	16	474	266	280	0	4	345	347	83	83	165	196
CDC42EP1	3	0	0	2	10	5	2	0	0	2	1	1	1	53	70	0	0
LGALS2	3	2	2	0	10	3	1784	2156	1966	0	1	2306	2470	17	36	1965	2388
GGA1	1	0	0	2	2	1	13	17	9	0	0	16	11	84	72	7	19
SH3BP1	1283	935	1157	649	274	704	617	545	467	1	2	583	662	138	91	388	410
PDXP	1614	1154	1391	909	359	1003	136	52	57	1	1	80	84	547	324	51	66
LGALS1	129	40	83	55	27	57	47	9	19	0	0	57	56	18	23	17	33
NOL12	1517	855	1920	1007	363	841	32027	16085	14788	0	0	32307	34266	93	59	27802	31012
LOC111561574	915	922	789	390	156	717	532	445	451	0	0	488	505	118	83	348	389
TRIOBP	9	12	14	2	4	9	3	2	0	0	0	0	1	0	1	0	8
LOC101098644	918	1019	844	385	228	660	1906	1409	1318	1	2	1266	1458	611	508	1460	1808
GCAT	993	1279	1236	641	279	974	1817	1258	1100	0	0	2542	2971	81	70	725	1061
GALR3	162	130	124	72	29	98	86	103	95	1	2	80	105	44	41	22	43
ANKRD54	10	3	3	1	0	3	0	1	0	1	0	0	0	8	6	0	0
LOC102899103	385	320	349	143	74	253	392	402	370	6	14	475	564	77	76	286	331
EIF3L	121	63	80	44	17	47	72	35	27	1	1	81	91	39	45	20	30
MICALL1	5065	3908	5473	3368	1007	3853	9703	9220	7803	27	18	9149	11637	454	380	5590	6248
CB4H22orf23	1017	670	797	585	242	567	1585	1629	1440	2	0	2652	3069	175	191	1223	1335
POLR2F	97	59	79	40	29	48	66	55	39	0	1	44	71	33	46	12	23
SOX10	602	541	582	332	106	398	925	898	882	0	0	994	1102	75	77	642	681
PICK1	5	2	8	7	17	1	2	0	1	11	7	0	4	54	87	0	1
SLC16A8	308	243	283	175	74	219	117	214	199	1	4	216	256	78	73	139	181
BAIAP2L2	15	11	6	9	8	7	10	20	19	1	0	7	7	55	27	5	3
PLA2G6	35	20	15	10	22	18	10	2	7	1	1	5	2	80	80	0	3
MAFF	1821	1532	1609	898	401	1067	263	245	269	2	7	226	297	344	283	184	194
TMEM184B	45	66	74	45	22	62	1156	656	591	12	19	667	787	85	106	892	1227
LOC101101321	453	307	382	285	102	217	1021	1277	1132	4	11	1498	1755	199	149	642	730
LOC111561443	2301	2140	2000	1305	449	1797	1918	1784	1667	5	23	2248	2659	259	248	1120	1281
LOC109501802	0	0	0	1	2	0	0	0	0	0	0	0	0	8	1	0	0
KCNJ4	0	1	3	0	3	1	7	8	14	0	1	9	7	31	23	5	1
KDELR3	1	2	0	2	12	1	42	78	79	2	4	88	68	92	87	31	30
DDX17	21	33	30	22	5	17	3970	4659	3861	147	106	5107	6235	49	51	3187	3888
DMC1	12255	9675	10692	5541	2365	8835	7450	7725	6623	15	145	8611	10815	722	408	4287	5409
LOC111561442	2	0	1	1	6	0	127	230	187	2	7	155	170	45	55	113	153
FAM227A	0	0	0	0	0	0	1	0	1	8	15	0	2	11	15	0	1
CBY1	16	23	15	6	16	7	7	6	4	2	3	8	5	128	176	9	3
TOMM22	62	67	54	28	16	38	68	133	133	0	1	121	117	109	134	102	104
JOSD1	1553	1576	1904	1000	328	1357	1418	1290	1106	35	24	1468	1768	162	147	948	1201
GTPBP1	1676	1585	1860	993	330	1263	3315	3654	2926	1	19	3102	3740	149	118	2218	2751
SUN2	1073	981	881	628	215	681	382	322	291	2	3	408	443	261	186	180	254
DNAL4	8809	9070	8117	4495	1453	6972	2840	3481	3134	5	6	2894	3110	507	387	2152	2559
NPTXR	93	88	107	40	13	59	158	175	165	0	0	168	224	67	60	106	120
CBX6	87	78	80	73	33	35	201	167	143	23	23	178	219	116	139	223	224
LOC109501928	796	741	629	274	139	483	863	1140	994	52	32	662	773	201	172	850	962
APOBEC3Z3	26	16	13	13	21	11	4	3	0	7	1	3	7	41	39	2	9
CBX7	384	293	280	252	77	224	2	2	1	1	0	0	1	45	39	1	3
PDGFB	1547	1286	1151	521	276	836	435	644	506	1	2	431	451	169	186	474	584
LOC109501804	19	66	45	21	11	25	2	5	3	3	5	4	1	75	93	4	3
LOC102900585	5	3	12	6	0	2	0	0	0	0	2	0	3	14	30	0	0
LOC102900613	7	4	9	3	20	7	1	0	1	0	0	2	1	91	101	4	1
LOC109501805	9	6	1	4	5	2	0	0	0	0	0	0	2	23	40	0	0
RPL3	2	3	0	0	6	1	1	1	1	1	8	0	0	19	10	0	0
LOC111561580	16825	17975	18463	10558	3280	14500	20611	27254	23773	0	1	27773	33603	1431	854	18938	20789
LOC111561581	65	104	103	42	28	99	164	96	93	0	0	155	140	10	8	91	93
LOC111561586	31	31	15	13	4	18	15	11	5	0	0	10	10	0	0	11	13
LOC111561565	18	17	17	12	2	5	10	2	14	0	0	10	11	1	1	3	3
SYNGR1	17	15	5	12	6	22	16	3	4	1	0	12	12	6	4	5	4
LOC111561596	159	138	100	64	42	89	375	453	412	0	3	544	588	105	104	351	388
TAB1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0
MGAT3	728	569	584	322	146	466	846	904	798	1	1	1017	1132	130	125	564	678
LOC102900764	29	10	13	11	41	11	34	21	28	12	8	64	63	207	240	4	6
MIEF1	27	37	28	13	6	20	59	60	73	1	0	95	96	68	61	46	51
ATF4	964	916	886	537	208	722	1236	1293	1089	18	12	1256	1354	285	203	777	881
LOC102901054	5205	5255	5296	3923	1563	4331	4659	4112	3447	5	9	5252	6918	640	409	3042	3726
RPS19BP1	67	44	50	28	14	60	19	22	16	1	1	26	29	53	61	5	18
CACNA1I	508	537	477	286	110	427	391	433	401	1	0	555	573	38	33	336	350
LOC109501992	17	32	39	12	38	54	5	2	7	9	17	3	6	232	232	0	2
TRNAG-UCC_1	0	0	0	1	0	0	0	0	0	0	0	0	0	24	12	0	0
ENTHD1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
GRAP2	559	702	713	903	238	476	0	1	0	107	38	0	1	235	260	0	0
FAM83F	2259	2565	1820	366	351	1437	2	0	0	54	126	0	0	241	293	0	0
LOC109501808	6	3	5	2	9	2	0	0	0	2	0	0	0	82	75	0	1
TNRC6B	6	8	4	9	0	4	2	3	0	0	0	0	2	65	50	0	1
ADSL	3197	2537	2569	1649	747	1638	1300	1064	931	178	147	1297	1599	803	696	822	921
SGSM3	1520	1518	1595	731	275	1095	1150	1291	1128	99	163	1192	1607	233	222	1016	1218
MKL1	880	1052	747	158	121	607	479	359	352	13	6	620	672	222	250	333	377
LOC109501809	1608	1302	1442	708	309	1061	579	595	504	6	1	953	1224	355	259	442	502
